,NO,ELO,Eikelandsosen,Eikelandsosen,12,RL,1-3-----,0901,,6014N 00545E,
,NO,ENA,Eina,Eina,05,AF,-23-----,9506,,,
,NO,EVV,Eivindvik,Eivindvik,14,RL,1-3-----,0901,,6059N 00505E,
,NO,ELL,Ellingsøy,Ellingsoy,15,AA,1-3-----,1401,,6230N 00620E,
,NO,ELN,Elnesvågen,Elnesvagen,15,RL,1-3-----,0212,,6251N 00708E,
,NO,ELV,Elverum,Elverum,04,AF,-23-----,9501,,,
,NO,NZK,Enebakk,Enebakk,02,RL,-----6--,0901,,5946N 01109E,
,NO,EGV,Engelsviken,Engelsviken,01,RL,--3-----,0307,,5915N 01044E,
,NO,ENG,Engene,Engene,06,RL,1-3-----,0901,,5941N 01032E,
,NO,ERF,Erfjord - Suldal,Erfjord - Suldal,11,AA,1-------,1401,,5920N 00613E,
,NO,ERS,Ersfjord,Ersfjord,19,AA,--3-----,1401,,6929N 01723E,
,NO,HDV,Ervik,Ervik,12,AA,--3-----,1401,,6027N 00518E,
,NO,EPA,Espa,Espa,12,RL,-23-----,0601,,6034N 01116E,
,NO,DDY,Espenesbogen,Espenesbogen,19,AA,1-------,1407,,6907N 01745E,
,NO,ESP,Espevik,Espevik,11,RL,1-3-----,0212,,5919N 00540E,
,NO,ETN,Etne,Etne,12,AA,1-------,1501,,5939N 00555E,
,NO,EVE,Evenesmarkja,Evenesmarkja,18,AF,--34----,1401,,6829N 01645E,Evenes Apt
,NO,EVT,Evenestangen,Evenestangen,18,AA,1-------,1407,,6801N 01600E,
,NO,EVJ,Evje,Evje,09,AF,--3-----,9506,,,
,NO,EYD,Eydehavn,Eydehavn,09,AA,1-3-----,1501,,5829N 00852E,
,NO,FGN,Fagernes,Fagernes,05,AF,-234----,9506,VDB,,
,NO,FAX,Fagerstrand,Fagerstrand,08,AF,1-3-----,1101,,5956N 00848E,
,NO,FAL,Faleide,Faleide,14,RL,--3-----,1701,,6153N 00636E,
,NO,FNA,Fana,Fana,12,RL,--3-----,1707,,6018N 00523E,
,NO,FAN,Farsund,Farsund,10,AA,1-34----,1501,ZXO,5805N 00648E,
,NO,FAU,Fauske,Fauske,18,AA,123-----,1501,,6715N 01523E,
,NO,FED,Fedje,Fedje,12,AA,1-------,1501,,6046N 00442E,
,NO,FEI,Feios,Feios,14,RL,--3-----,1701,,6108N 00645E,
,NO,FSV,Festvåg,Festvag,18,AA,1-------,1407,,6726N 01446E,
,NO,FSU,Fetsund,Fetsund,19,RQ,--3-----,0101,,,
,NO,FTU,Fetsund,Fetsund,02,RL,--3-----,0701,,5955N 01109E,
,NO,FEV,Fevik,Fevik,09,RL,--3-----,0901,,5823N 00842E,
,NO,NN4,Finnastad,Finnastad,11,RL,--3-----,1807,,5859N 00540E,
,NO,FND,Finneid,Finneid,18,AA,1-------,1501,,6715N 01525E,
,NO,FIN,Finneidfjord,Finneidfjord,18,AA,1-------,1407,,6611N 01347E,
,NO,FFB,Finnfjordbotn,Finnfjordbotn,19,RQ,1-3-----,0901,,6913N 01805E,
,NO,FNE,Finnsnes,Finnsnes,19,AA,1-3-----,1501,,6913N 01758E,
,NO,FNY,Finnøy,Finnoy,11,AA,1-------,1501,,5910N 00548E,
,NO,FST,Fiskarstrand,Fiskarstrand,15,AA,1-------,1407,,6227N 00617E,
,NO,FSA,Fiskarstranda,Fiskarstranda,15,RL,--3-----,0701,,6227N 00617E,
,NO,FBL,Fiskebøl,Fiskebol,18,AA,1-------,1407,,6826N 01449E,
,NO,FSK,Fiskåbygd - Vanylven,Fiskabygd - Vanylven,15,AA,1-------,1407,,6206N 00533E,
,NO,FTR,Fister,Fister,11,RL,--3-----,1607,,5910N 00603E,
,NO,FIT,Fitjar,Fitjar,12,AA,1-------,1501,,5955N 00519E,
,NO,FJA,Fjaler,Fjaler,14,AI,1-------,9704,,,
,NO,FJE,Fjell,Fjell,12,AI,1-------,9704,,,
,NO,FJL,Fjelldal,Fjelldal,18,AA,1-3-----,1501,,6833N 01630E,
,NO,FSD,Fjellstrand,Fjellstrand,12,AA,1-3-----,1501,,6013N 00558E,
,NO,FGD,Fjordgård,Fjordgard,19,RL,--3-----,1707,,6930N 01737E,
,NO,FYS,Fjærland,Fjarland,14,AA,1-------,1407,,6124N 00644E,
,NO,FAA,Flaa,Flaa,06,RL,--3-----,1501,,6025N 00927E,
,NO,FKS,Flakstad,Flakstad,18,AI,1-------,9704,,,
,NO,FLT,Flatanger,Flatanger,17,AI,1-------,9704,,,
,NO,FDL,Flatdal,Flatdal,08,RQ,--3-----,0901,,5934N 00834E,
,NO,FTB,Flateby,Flateby,02,RL,--3-----,1301,,5950N 01110E,
,NO,FAY,Flatoy,Flatoy,12,RL,-----6--,1107,,6032N 00515E,
,NO,FLY,Flatøy,Flatoy,12,AA,1-------,1407,,6032N 00515E,
,NO,FFD,Flekkefjord,Flekkefjord,10,AA,123-----,1501,,5817N 00639E,
,NO,FLE,Flekkerøy,Flekkeroy,10,RL,--3-----,0901,,5805N 00800E,
,NO,FLM,Flem,Flem,15,AA,1-------,1407,,6241N 00614E,
,NO,FES,Flesland,Flesland,12,RL,--3-----,1707,,6017N 00512E,
,NO,FLS,Flisa,Flisa,04,RL,-23-----,0601,,6037N 01202E,
,NO,FLR,Flora,Flora,14,RQ,1-------,1007,,6136N 00502E,
,NO,FLO,Florvåg,Florvag,12,RL,1-3-----,0901,,6025N 00514E,
,NO,FRO,Florø,Floro,14,AA,1-34----,1501,,6136N 00501E,
,NO,FLA,Flåm,Flam,14,RL,123-----,0212,,6052N 00707E,
,NO,FOL,Follafoss,Follafoss,17,AF,1-3-----,1207,,6359N 01106E,
,NO,FLD,Folldal,Folldal,04,RL,--3-----,0907,,6208N 01003E,
,NO,FNN,Fonnes,Fonnes,12,RQ,1-------,1007,,6049N 00458E,
,NO,NZB,Fornebu,Fornebu,02,RL,-----6--,0901,,5954N 01037E,
,NO,FNS,Fornes,Fornes,19,AA,1-------,1401,,6852N 01728E,
,NO,FOR,Forsand,Forsand,11,AA,1-------,1501,,5854N 00605E,
,NO,FSL,Forsøl,Forsol,20,AA,1-------,1407,,7043N 02349E,
,NO,FTL,Fortun-Luster,Fortun-Luster,14,AF,--3-----,9506,,,
,NO,FRS,Forus,Forus,11,AA,123-----,1501,,5853N 00545E,
,NO,FON,Forøy,Foroy,18,AA,1-------,1407,,6644N 01331E,
,NO,FOS,Fosnavåg,Fosnavag,15,AA,1-3-----,1501,,6220N 00538E,
,NO,FSN,Fosnes,Fosnes,17,AI,1-------,9704,,,
,NO,FSR,Fosser,Fosser,02,RL,-23-----,0607,,5949N 01129E,
,NO,FOI,Fossing,Fossing,08,AA,1-------,1407,,5856N 00928E,
,NO,OLT,Frafjord,Frafjord,11,RL,1-3-----,0901,,5850N 00618E,
,NO,FRK,Fredrikstad,Fredrikstad,01,AA,123-----,1501,,5912N 01055E,
,NO,FRJ,Frei,Frei,15,AI,1-------,9704,,,
,NO,FKG,Frekhaug,Frekhaug,12,RL,1-3-----,1301,,6031N 00514E,
,NO,FOA,Froan,Froan,16,AA,1-------,1601,,6359N 00905E,
,NO,FRN,Frogn,Frogn,02,AI,1-------,9704,,,
,NO,NZJ,Frogner,Frogner,02,RL,-----6--,0901,,6001N 01106E,
,NO,FRT,Frosta,Frosta,17,AI,1-------,9704,,,
,NO,FRE,Fræena,Fraena,15,AI,1-------,9704,,,
,NO,FRA,Frøya,Froya,16,AI,1-------,9704,,,
,NO,FUF,Furuflaten,Furuflaten,19,RL,--3-----,1607,,6926N 02009E,
,NO,FUS,Fusa,Fusa,12,AA,1-------,1501,,6012N 00537E,
,NO,FYL,Fyllingsdalen,Fyllingsdalen,12,RL,--3-----,1207,,6020N 00517E,
,NO,FYR,Fyresdal,Fyresdal,08,RL,--3-----,0701,,5916N 00806E,
,NO,FBE,Fåberg,Faberg,05,RL,--3-----,1801,,6110N 01024E,
,NO,FAV,Fåvang,Favang,05,RL,--3-----,1807,,6127N 01011E,
,NO,FDE,Førde,Forde,14,AA,1-34----,1501,,6127N 00550E,
,NO,GAM,Gamvik,Gamvik,20,AA,1-------,1501,,7103N 02815E,
,NO,GEN,Gardermoen,Gardermoen,02,RL,--34----,0207,,6013N 01106E,
,NO,GNE,Garnes,Garnes,12,RL,0-------,9811,,,
,NO,GAU,Gaular,Gaular,14,AI,1-------,9704,,,
,NO,GPE,Gaupen,Gaupen,04,RQ,--3-----,0607,,6051N 01046E,
,NO,GPN,Gaupne,Gaupne,14,RL,1-3-----,0601,,6124N 00718E,
,NO,GEI,Geilo,Geilo,06,AF,-23-----,9506,,,
,NO,GNR,Geiranger,Geiranger,15,RQ,0-------,9811,,,
,NO,GTH,Geithus,Geithus,06,RL,--3-----,9501,,,
,NO,GBD,Gibostad,Gibostad,19,RQ,0-------,9811,,,
,NO,GIL,Gildeskål,Gildeskal,18,AI,1-------,9704,,,
,NO,GIS,Giske,Giske,15,AI,1-------,9704,,,
,NO,GIK,Gismarvik,Gismarvik,11,AA,1-------,1407,,5919N 00523E,
,NO,GJM,Gjemnes,Gjemnes,15,AI,1-------,9704,,,
,NO,GDM,Gjerdrum,Gjerdrum,02,RL,--3-----,0601,,6005N 01106E,
,NO,ROM,Gjerdsvika,Gjerdsvika,15,AA,1-3-----,1407,,6215N 00533E,
,NO,GMH,Gjermundshamn,Gjermundshamn,12,RL,--3-----,1007,,6004N 00555E,
,NO,GSD,Gjerstad,Gjerstad,09,RL,-23-----,0607,,5853N 00901E,
,NO,GJS,Gjesdal,Gjesdal,11,AI,1-------,9704,,,
,NO,GJV,Gjesvær,Gjesvar,20,AA,1-------,1407,,7106N 02523E,
,NO,GVN,Gjeving,Gjeving,09,RL,--3-----,1707,,5839N 00907E,
,NO,GJD,Gjøsundet,Gjosundet,15,RQ,1-------,1007,,6232N 00608E,
,NO,GVK,Gjøvik,Gjovik,05,AF,-23-----,9501,,,
,NO,NZL,Glesvær,Glesvar,12,RL,1-3--6--,0901,,6012N 00502E,
,NO,GLO,Glomfjord,Glomfjord,18,AA,1-3-----,1501,,6648N 01356E,
,NO,GLP,Gloppen,Gloppen,14,AI,1-------,9704,,,
,NO,GOD,Godvik,Godvik,12,RL,--3-----,0901,,6023N 00512E,
,NO,GOO,Godøya,Godoya,15,AA,1-------,1601,,6228N 00601E,
,NO,GLL,Gol,Gol,06,AF,-234----,9506,,,
,NO,GRN,Gran,Gran,07,RL,--3-----,1207,,5921N 01009E,
,NO,GRI,Granerudstøa,Granerudstoa,02,AA,0-------,1407,,5947N 01036E,
,NO,GRV,Granvin,Granvin,12,AA,1-------,1501,,6031N 00642E,
,NO,GRT,Gratangen,Gratangen,19,AI,1-------,9704,,,
,NO,GRD,Gravdal,Gravdal,18,RL,1-------,1101,,6807N 01330E,
,NO,GVI,Gressvik,Gressvik,01,RL,--3-----,0701,,5913N 01054E,
,NO,GRE,Greåker,Greaker,01,AF,-23-----,1401,,5916N 01102E,
,NO,GTD,Grimstad,Grimstad,09,AA,1-3-----,1501,,5820N 00835E,
,NO,GDE,Grinder,Grinder,04,RL,--3-----,1707,,6023N 01203E,
,NO,GRP,Grip,Grip,15,AA,1-------,1407,,6313N 00736E,
,NO,GRO,Grong,Grong,17,AF,-23-----,9506,,,
,NO,GRF,Grovfjord,Grovfjord,19,AA,1-------,1407,,6841N 01707E,
,NO,GRY,Gryllefjord,Gryllefjord,19,AI,1-------,1401,,6922N 01705E,
,NO,GRS,Grytestranda,Grytestranda,15,AA,1-------,1601,,6232N 00622E,
,NO,GRA,Grålum,Gralum,01,RQ,--3-----,1501,,5918N 01104E,
,NO,GRZ,Grøa,Groa,15,RL,--3-----,1807,,6238N 00843E,
,NO,GOT,Grøtavær,Grotavar,19,AA,1-------,1601,,6858N 01615E,
,NO,GUD,Gudvangen,Gudvangen,14,RL,1-------,0212,,6051N 00649E,
,NO,GUL,Gulen,Gulen,14,AI,1-------,9704,,,
,NO,GUS,Gullsmedvika/Mo i Rana,Gullsmedvika/Mo i Rana,18,AA,--3-----,1401,,6619N 01409E,
,NO,GHV,Gunhildvågen,Gunhildvagen,14,AA,1-------,1407,,6135N 00500E,
,NO,GUR,Gursken,Gursken,15,RL,1-3-----,0901,,6214N 00534E,
,NO,GUT,Gutvik,Gutvik,17,AA,1-------,1601,,6505N 01149E,
,NO,HAD,Hadsel,Hadsel,18,AI,1-------,9704,,,
,NO,HLY,Hafslundsoy,Hafslundsoy,01,RQ,--3-----,0201,,,
,NO,HGN,Hagan,Hagan,14,RQ,--3-----,0101,,,
,NO,HAK,Hagavik,Hagavik,12,RL,--3-----,1301,,6011N 00526E,
,NO,HAL,Halden,Halden,01,AA,123-----,1501,,5906N 01122E,
,NO,HLS,Halsa,Halsa,15,AA,1-------,1501,,6303N 00813E,
,NO,HSA,Halsa Meløy,Halsa Meloy,18,AA,1-------,1407,,6644N 01331E,
